source,outbreak,original_source,reported_incper
nishiura_2009,london_1864_1891,clinical_society_1892,9
nishiura_2009,london_1864_1891,clinical_society_1892,10
nishiura_2009,london_1864_1891,clinical_society_1892,10
nishiura_2009,london_1864_1891,clinical_society_1892,10
nishiura_2009,london_1864_1891,clinical_society_1892,10
nishiura_2009,london_1864_1891,clinical_society_1892,10
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,11
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,12
nishiura_2009,london_1864_1891,clinical_society_1892,13
nishiura_2009,london_1864_1891,clinical_society_1892,13
nishiura_2009,london_1864_1891,clinical_society_1892,13
nishiura_2009,london_1864_1891,clinical_society_1892,13
nishiura_2009,london_1864_1891,clinical_society_1892,14
nishiura_2009,london_1864_1891,clinical_society_1892,14
nishiura_2009,london_1864_1891,clinical_society_1892,14
nishiura_2009,london_1864_1891,clinical_society_1892,15
nishiura_2009,london_1864_1891,clinical_society_1892,15
nishiura_2009,london_1864_1891,clinical_society_1892,15
nishiura_2009,london_1864_1891,clinical_society_1892,16
nishiura_2009,london_1864_1891,clinical_society_1892,20
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,6
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,8
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,9
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,9
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,10
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,10
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,11
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,11
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,11
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,12
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,12
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,12
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,12
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,12
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,13
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,13
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,13
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,14
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,15
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,15
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,15
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,15
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,15
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,15
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,16
nishiura_2009,new_south_wales_1913_1915,robertson_1914_cumpsto_mccallum_1925,16
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,9
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,10
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,10
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,10
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,10
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,11
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,11
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,12
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,12
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,13
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,14
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,14
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,14
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,14
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,14
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,15
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,15
nishiura_2009,berlin_1917_london_1962,friedmann_1920_ministry_of_health_1963,17
nishiura_2009,euro_1900_1960,downie_1972,8
nishiura_2009,euro_1900_1960,downie_1972,9
nishiura_2009,euro_1900_1960,downie_1972,9
nishiura_2009,euro_1900_1960,downie_1972,10
nishiura_2009,euro_1900_1960,downie_1972,10
nishiura_2009,euro_1900_1960,downie_1972,10
nishiura_2009,euro_1900_1960,downie_1972,10
nishiura_2009,euro_1900_1960,downie_1972,11
nishiura_2009,euro_1900_1960,downie_1972,11
nishiura_2009,euro_1900_1960,downie_1972,11
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,12
nishiura_2009,euro_1900_1960,downie_1972,13
nishiura_2009,euro_1900_1960,downie_1972,13
nishiura_2009,euro_1900_1960,downie_1972,13
nishiura_2009,euro_1900_1960,downie_1972,13
nishiura_2009,euro_1900_1960,downie_1972,13
nishiura_2009,euro_1900_1960,downie_1972,13
nishiura_2009,euro_1900_1960,downie_1972,13
nishiura_2009,euro_1900_1960,downie_1972,14
nishiura_2009,euro_1900_1960,downie_1972,14
nishiura_2009,euro_1900_1960,downie_1972,14
nishiura_2009,euro_1900_1960,downie_1972,14
nishiura_2009,euro_1900_1960,downie_1972,14
nishiura_2009,euro_1900_1960,downie_1972,14
nishiura_2009,euro_1900_1960,downie_1972,15
nishiura_2009,euro_1900_1960,downie_1972,15
nishiura_2009,euro_1900_1960,downie_1972,15
nishiura_2009,euro_1900_1960,downie_1972,15
nishiura_2009,euro_1900_1960,downie_1972,15
nishiura_2009,euro_1900_1960,downie_1972,16
nishiura_2009,euro_1900_1960,downie_1972,17
nishiura_2009,euro_1900_1960,downie_1972,17
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,7
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,8
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,8
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,8
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,8
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,8
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,9
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,10
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
