"sample_size","r","q50","q95","alpha","beta"
378,0.32700474032005,4.69377703741878,13.4699949499369,1.94065085014054,0.345022784294994
378,0.344958353492418,4.29486793641748,12.3279598205426,1.93974354271373,0.376857339962957
378,0.331800654676683,4.4210695698941,13.4116785119001,1.74533014518024,0.322461677665349
378,0.360503998824955,4.04590094661353,12.3221771090549,1.73256882185821,0.349237366926147
378,0.312686187027573,4.23685752900609,12.9943348957739,1.71009054421846,0.328271288192246
378,0.311054216696378,4.83944992092676,13.6768630979045,2.00062465439916,0.346926729007629
378,0.326919704831363,4.40422984759365,13.9039713922169,1.62302641459819,0.296206791930698
378,0.312328363919222,4.26518583049787,12.7030861102855,1.80662275302105,0.348486180912118
378,0.378719551947657,4.32931279659103,13.1609476885262,1.73866360392908,0.327759840871414
378,0.364143941580806,4.02707082551871,12.004253459372,1.8034927277272,0.36833382348018
378,0.364537096943372,4.17617027471071,13.2295187923057,1.61322493713291,0.310060211453676
378,0.370594076156371,3.980232265192,12.5674766367695,1.622622717713,0.327667270203602
378,0.320214043701686,4.32939871608066,13.5501927457009,1.64852705201938,0.307151219767333
378,0.305266295046459,5.01142306324986,13.603795907382,2.17278143816402,0.369139940284875
378,0.359071740129267,4.25309006171323,12.7555367496823,1.78310027113055,0.343995717705603
378,0.36455359404434,4.33995459585965,13.556251420192,1.65445842208171,0.307748114715207
378,0.361412507276812,4.58990908126943,13.1351522153852,1.95148701774306,0.355151487769996
378,0.313175092403681,4.1507911609053,13.3036187026499,1.57984098633942,0.304036469026082
378,0.303627257682187,4.52404160560885,13.0272521782774,1.92769361861692,0.355105121094466
378,0.321765318963582,4.5848783685925,13.7259462516376,1.78871371311945,0.320347431548498
378,0.321721089803,4.66796205140792,14.2342021980245,1.72880269175989,0.301885067059099
378,0.29304817143775,4.74416881811704,12.9795893228193,2.13718042457863,0.382497324957433
378,0.324010621661123,4.83666520741609,14.0401643262198,1.89746646339147,0.325965702270477
378,0.336057397822239,4.50385010765275,13.9165545652228,1.68705317193991,0.303741670817751
378,0.33963238447973,4.26749379608451,13.1275904595679,1.70078755746003,0.323752611218471
378,0.282929022610139,4.86257979177036,13.4795385256929,2.08030443764215,0.361541085999785
